libpython3-dev:amd64	3.14.3-0ubuntu2
libpython3-stdlib:amd64	3.14.3-0ubuntu2
libpython3.13:amd64	3.13.7-1ubuntu0.4
libpython3.13-minimal:amd64	3.13.7-1ubuntu0.4
libpython3.13-stdlib:amd64	3.13.7-1ubuntu0.4
libpython3.14:amd64	3.14.4-1ubuntu0.1
libpython3.14-dev:amd64	3.14.4-1ubuntu0.1
libpython3.14-minimal:amd64	3.14.4-1ubuntu0.1
libpython3.14-stdlib:amd64	3.14.4-1ubuntu0.1
libqmi-glib5:amd64	1.38.0-1
libqmi-proxy	1.38.0-1
libqmi-utils	1.38.0-1
libqrtr-glib0:amd64	1.2.2-2ubuntu1
libqt6core6t64:amd64	6.10.2+dfsg-7
libqt6dbus6:amd64	6.10.2+dfsg-7
libqt6gui6:amd64	6.10.2+dfsg-7
libqt6help6:amd64	6.10.2-1
libqt6network6:amd64	6.10.2+dfsg-7
libqt6opengl6:amd64	6.10.2+dfsg-7
libqt6printsupport6:amd64	6.10.2+dfsg-7
libqt6qml6:amd64	6.10.2+dfsg-3
libqt6qmlmeta6:amd64	6.10.2+dfsg-3
libqt6qmlmodels6:amd64	6.10.2+dfsg-3
libqt6qmlworkerscript6:amd64	6.10.2+dfsg-3
libqt6quick6:amd64	6.10.2+dfsg-3
libqt6sql6:amd64	6.10.2+dfsg-7
libqt6sql6-sqlite:amd64	6.10.2+dfsg-7
libqt6statemachine6:amd64	6.10.2-1
libqt6svg6:amd64	6.10.2-2
libqt6waylandclient6:amd64	6.10.2+dfsg-7
libqt6waylandcompositor6:amd64	6.10.2-4
libqt6widgets6:amd64	6.10.2+dfsg-7
libqt6wlshellintegration6:amd64	6.10.2+dfsg-7
libqt6xml6:amd64	6.10.2+dfsg-7
libquadmath0:amd64	16-20260322-1ubuntu1
librados2	20.2.0-0ubuntu2
libraqm0:amd64	0.10.4-1
libraw1394-11:amd64	2.1.2-2build4
librbd1	20.2.0-0ubuntu2
librdmacm1t64:amd64	61.0-2ubuntu3
libreadline8t64:amd64	8.3-4
librsvg2-2:amd64	2.61.3+dfsg-3
librsvg2-common:amd64	2.61.3+dfsg-3
librtmp1:amd64	2.4+20151223.gitfa8646d.1-3
libsamplerate0:amd64	0.2.2-4build2
libsasl2-2:amd64	2.1.28+dfsg1-9ubuntu3
libsasl2-modules:amd64	2.1.28+dfsg1-9ubuntu3
libsasl2-modules-db:amd64	2.1.28+dfsg1-9ubuntu3
libsdl2-2.0-0:amd64	2.32.10+dfsg-6
libsdl2-classic:amd64	2.32.10+dfsg-6
libseccomp2:amd64	2.6.0-2ubuntu5
libselinux1:amd64	3.9-4build1
libsemanage-common	3.9-1build1
libsemanage2:amd64	3.9-1build1
libsensors-config	1:3.6.2-2build1
libsensors5:amd64	1:3.6.2-2build1
libsepol2:amd64	3.9-2
libsframe2:amd64	2.45-7ubuntu1.2
libsframe3:amd64	2.46-3ubuntu2
libsgutils2-1.48:amd64	1.48-3ubuntu3.1
libsharpyuv0:amd64	1.5.0-0.1build1
libshout3:amd64	2.4.6-1build3
libsimdjson29:amd64	4.2.4-1
libsimdutf31:amd64	8.0.0-1
libslang2:amd64	2.3.3-5build1
libslirp0:amd64	4.9.1-1ubuntu1.1
libsm-dev:amd64	2:1.2.6-1build1
libsm6:amd64	2:1.2.6-1build1
libsmartcols1:amd64	2.41.3-3ubuntu2
libsmbclient0:amd64	2:4.23.6+dfsg-1ubuntu2.2
libsnappy1v5:amd64	1.2.2-2
libsndfile1:amd64	1.2.2-4
libsodium23:amd64	1.0.18-2
libsort-naturally-perl	1.03-4
libsoup-3.0-0:amd64	3.6.6-1
libsoup-3.0-common	3.6.6-1
libspa-0.2-modules:amd64	1.6.2-1ubuntu1.1
libspeex1:amd64	1.2.1-3build1
libspice-server1:amd64	0.16.0-1
libsqlite3-0:amd64	3.46.1-9ubuntu0.2
libss2:amd64	1.47.2-3ubuntu4
libssh-4:amd64	0.11.3-1ubuntu1
libssh2-1t64:amd64	1.11.1-1ubuntu0.26.04.3
libssl-dev:amd64	3.5.5-1ubuntu3.3
libssl3t64:amd64	3.5.5-1ubuntu3.3
libstdc++-15-dev:amd64	15.2.0-16ubuntu1
libstdc++6:amd64	16-20260322-1ubuntu1
libstemmer0d:amd64	3.0.1-1
libsystemd-shared:amd64	259.5-0ubuntu3.4
libsystemd0:amd64	259.5-0ubuntu3.4
libtag2:amd64	2.2.1-3
libtalloc2:amd64	2:2.4.3+samba4.23.6+dfsg-1ubuntu2.2
libtasn1-6:amd64	4.21.0-2
libtcl8.6:amd64	8.6.17+dfsg-1build1
libtdb1:amd64	2:1.4.14+samba4.23.6+dfsg-1ubuntu2.2
libteamdctl0:amd64	1.31-1build4
libterm-readkey-perl	2.38-2build5
libtevent0t64:amd64	2:0.17.1+samba4.23.6+dfsg-1ubuntu2.2
libtext-charwidth-perl:amd64	0.04-11build4
libtext-wrapi18n-perl	0.06-10
libthai-data	0.1.30-1
libthai0:amd64	0.1.30-1
libtheora0:amd64	1.2.0~alpha1+dfsg-6
libtheora1:amd64	1.2.0+dfsg-6
libtheoradec1:amd64	1.2.0~alpha1+dfsg-6
libtheoradec2:amd64	1.2.0+dfsg-6
libtheoraenc1:amd64	1.2.0~alpha1+dfsg-6
libtheoraenc2:amd64	1.2.0+dfsg-6
libtiff6:amd64	4.7.0-3ubuntu4
libtinfo6:amd64	6.6+20251231-1
libtirpc-common	1.3.7-0.1
libtirpc3t64:amd64	1.3.7-0.1
libtorrent-rasterbar2.0t64:amd64	2.0.12-1
libtpms0:amd64	0.10.2-2ubuntu1
libtraceevent1:amd64	1:1.8.7-1
libts0t64:amd64	1.22-1.1build2
libtsan2:amd64	16-20260322-1ubuntu1
libtwolame0:amd64	0.4.0-2build4
libtypes-serialiser-perl	1.01-1
libubsan1:amd64	16-20260322-1ubuntu1
libuchardet0:amd64	0.0.8-2
libudev1:amd64	259.5-0ubuntu3.4
libudisks2-0:amd64	2.10.91-1ubuntu2
libunistring5:amd64	1.3-2build1
libupower-glib3:amd64	1.91.1-1
liburcu8t64:amd64	0.15.6-1
liburing2:amd64	2.14-1
libusb-1.0-0:amd64	2:1.0.29-2build1
libusbmuxd-2.0-7:amd64	2.1.1-1
libusbredirparser1t64:amd64	0.15.0-1build1
libuuid1:amd64	2.41.3-3ubuntu2
libuv1t64:amd64	1.51.0-2ubuntu1
libv4l-0t64:amd64	1.32.0-2ubuntu1
libv4lconvert0t64:amd64	1.32.0-2ubuntu1
libva-drm2:amd64	2.23.0-1ubuntu1
libva2:amd64	2.23.0-1ubuntu1
libvirglrenderer1:amd64	1.2.0-2ubuntu2
libvirt-common	11.6.0-1ubuntu3.1
libvirt-daemon	11.6.0-1ubuntu3.1
libvirt-daemon-common	11.6.0-1ubuntu3.1
libvirt-daemon-config-network	11.6.0-1ubuntu3.1
libvirt-daemon-config-nwfilter	11.6.0-1ubuntu3.1
libvirt-daemon-driver-interface	11.6.0-1ubuntu3.1
libvirt-daemon-driver-network	11.6.0-1ubuntu3.1
libvirt-daemon-driver-nodedev	11.6.0-1ubuntu3.1
libvirt-daemon-driver-nwfilter	11.6.0-1ubuntu3.1
libvirt-daemon-driver-qemu	11.6.0-1ubuntu3.1
libvirt-daemon-driver-secret	11.6.0-1ubuntu3.1
libvirt-daemon-driver-storage	11.6.0-1ubuntu3.1
libvirt-daemon-lock	11.6.0-1ubuntu3.1
libvirt-daemon-log	11.6.0-1ubuntu3.1
libvirt-l10n	11.6.0-1ubuntu3.1
libvirt0:amd64	11.6.0-1ubuntu3.1
libvisual-0.4-0:amd64	0.4.2-4
libvolume-key1:amd64	0.3.12-10build2
libvorbis0a:amd64	1.3.7-3build2
libvorbisenc2:amd64	1.3.7-3build2
libvpx12:amd64	1.16.0-3
libvpx9:amd64	1.15.0-2.1ubuntu0.1
libvte-2.91-0:amd64	0.84.0-2
libvte-2.91-common	0.84.0-2
libvulkan1:amd64	1.4.341.0-1
libwacom-common	2.18.0-1
libwacom9:amd64	2.18.0-1
libwavpack1:amd64	5.9.0-1
libwayland-client0:amd64	1.24.0-2
libwayland-cursor0:amd64	1.24.0-2
libwayland-egl1:amd64	1.24.0-2
libwayland-server0:amd64	1.24.0-2
libwbclient0:amd64	2:4.23.6+dfsg-1ubuntu2.2
libwebp7:amd64	1.5.0-0.1build1
libwebpdemux2:amd64	1.5.0-0.1build1
libwebpmux3:amd64	1.5.0-0.1build1
libwebrtc-audio-processing-1-3:amd64	1.3-3build2
libwim15t64:amd64	1.14.5-1
libwrap0:amd64	7.6.q-36build2
libx11-6:amd64	2:1.8.13-1
libx11-data	2:1.8.13-1
libx11-dev:amd64	2:1.8.13-1
libx11-xcb1:amd64	2:1.8.13-1
libxau-dev:amd64	1:1.0.11-1build2
libxau6:amd64	1:1.0.11-1build2
libxaw7:amd64	2:1.0.16-1build1
libxcb-cursor0:amd64	0.1.6-1
libxcb-dri3-0:amd64	1.17.0-2ubuntu1
libxcb-glx0:amd64	1.17.0-2ubuntu1
libxcb-icccm4:amd64	0.4.2-1build1
libxcb-image0:amd64	0.4.0-2build2
libxcb-keysyms1:amd64	0.4.1-1build1
libxcb-present0:amd64	1.17.0-2ubuntu1
libxcb-randr0:amd64	1.17.0-2ubuntu1
libxcb-render-util0:amd64	0.3.10-1build1
libxcb-render0:amd64	1.17.0-2ubuntu1
libxcb-shape0:amd64	1.17.0-2ubuntu1
libxcb-shm0:amd64	1.17.0-2ubuntu1
libxcb-sync1:amd64	1.17.0-2ubuntu1
libxcb-util1:amd64	0.4.1-1build1
libxcb-xfixes0:amd64	1.17.0-2ubuntu1
libxcb-xinput0:amd64	1.17.0-2ubuntu1
libxcb-xkb1:amd64	1.17.0-2ubuntu1
libxcb1:amd64	1.17.0-2ubuntu1
libxcb1-dev:amd64	1.17.0-2ubuntu1
libxcomposite1:amd64	1:0.4.6-1build1
libxcursor1:amd64	1:1.2.3-1build1
libxdamage1:amd64	1:1.1.7-1
libxdmcp-dev:amd64	1:1.1.5-2
libxdmcp6:amd64	1:1.1.5-2
libxext6:amd64	2:1.3.4-1build3
libxfixes3:amd64	1:6.0.0-2build2
libxft2:amd64	2.3.6-1build2
libxi6:amd64	2:1.8.2-2
libxinerama1:amd64	2:1.1.4-3build2
libxkbcommon-x11-0:amd64	1.13.1-1
libxkbcommon0:amd64	1.13.1-1
libxkbfile1:amd64	1:1.1.0-1build5
libxml2-16:amd64	2.15.2+dfsg-0.1ubuntu0.1
libxml2-utils	2.15.2+dfsg-0.1ubuntu0.1
libxmlb2:amd64	0.3.24-2
libxmu6:amd64	2:1.1.3-4
libxmuu1:amd64	2:1.1.3-4
libxpm4:amd64	1:3.5.17-1ubuntu0.26.04.1
libxrandr2:amd64	2:1.5.4-1build1
libxrender1:amd64	1:0.9.12-1build1
libxres1:amd64	2:1.2.1-1build2
libxshmfence1:amd64	1.3.3-1build1
libxslt1.1:amd64	1.1.45-0.1
libxss1:amd64	1:1.2.3-1build4
libxt-dev:amd64	1:1.2.1-1.3build1
libxt6t64:amd64	1:1.2.1-1.3build1
libxtables12:amd64	1.8.11-2ubuntu3
libxtst6:amd64	2:1.2.5-1build1
libxv1:amd64	2:1.0.13-1
libxxf86dga1:amd64	2:1.1.5-1build2
libxxf86vm1:amd64	1:1.1.4-2
libxxhash0:amd64	0.8.3-2build1
libyaml-0-2:amd64	0.2.5-2build3
libzstd1:amd64	1.5.7+dfsg-3
linux-base	4.15ubuntu5
linux-firmware	20260319.git217ca6e4.1ubuntu
linux-firmware-amd-graphics	20260319.git217ca6e4-0ubuntu3.1
linux-firmware-amd-misc	20260319.git217ca6e4-0ubuntu1.1
linux-firmware-broadcom-wireless	20260319.git217ca6e4-0ubuntu1.1
linux-firmware-intel-graphics	20260319.git217ca6e4-0ubuntu2.1
linux-firmware-intel-misc	20260319.git217ca6e4-0ubuntu1.2
linux-firmware-intel-wireless	20260319.git217ca6e4-0ubuntu2.1
linux-firmware-marvell-prestera	20260319.git217ca6e4-0ubuntu1.2
linux-firmware-marvell-wireless	20260319.git217ca6e4-0ubuntu1.1
linux-firmware-mediatek	20260319.git217ca6e4-0ubuntu1.2
linux-firmware-mellanox-spectrum	20260319.git217ca6e4-0ubuntu1.1
linux-firmware-misc	20260319.git217ca6e4-0ubuntu2.2
linux-firmware-netronome	20260319.git217ca6e4-0ubuntu1.1
linux-firmware-nvidia-graphics	20260319.git217ca6e4-0ubuntu1.1
linux-firmware-qlogic	20260319.git217ca6e4-0ubuntu1.1
linux-firmware-qualcomm-graphics	20260319.git217ca6e4-0ubuntu1.1
linux-firmware-qualcomm-misc	20260319.git217ca6e4-0ubuntu2.1
linux-firmware-qualcomm-wireless	20260319.git217ca6e4-0ubuntu1.2
linux-firmware-realtek	20260319.git217ca6e4-0ubuntu1.2
linux-generic	7.0.0-29.29
linux-headers-6.17.0-35	6.17.0-35.35
linux-headers-6.17.0-35-generic	6.17.0-35.35
linux-headers-6.17.0-41	6.17.0-41.41
linux-headers-6.17.0-41-generic	6.17.0-41.41
linux-headers-7.0.0-29	7.0.0-29.29
linux-headers-7.0.0-29-generic	7.0.0-29.29
linux-headers-generic	7.0.0-29.29
linux-image-6.17.0-12-generic	6.17.0-12.12
linux-image-6.17.0-14-generic	6.17.0-14.14
linux-image-6.17.0-19-generic	6.17.0-19.19
linux-image-6.17.0-20-generic	6.17.0-20.20
linux-image-6.17.0-22-generic	6.17.0-22.22
linux-image-6.17.0-23-generic	6.17.0-23.23
linux-image-6.17.0-29-generic	6.17.0-29.29
linux-image-6.17.0-35-generic	6.17.0-35.35
linux-image-6.17.0-40-generic	6.17.0-40.40
linux-image-6.17.0-41-generic	6.17.0-41.41
linux-image-6.17.0-7-generic	6.17.0-7.7
linux-image-6.17.0-8-generic	6.17.0-8.8
linux-image-7.0.0-29-generic	7.0.0-29.29
linux-image-generic	7.0.0-29.29
linux-libc-dev:amd64	7.0.0-29.29
linux-main-modules-zfs-7.0.0-29-generic	7.0.0-29.29
linux-modules-6.17.0-12-generic	6.17.0-12.12
linux-modules-6.17.0-14-generic	6.17.0-14.14
linux-modules-6.17.0-19-generic	6.17.0-19.19
linux-modules-6.17.0-20-generic	6.17.0-20.20
linux-modules-6.17.0-22-generic	6.17.0-22.22
linux-modules-6.17.0-23-generic	6.17.0-23.23
linux-modules-6.17.0-29-generic	6.17.0-29.29
linux-modules-6.17.0-35-generic	6.17.0-35.35
linux-modules-6.17.0-40-generic	6.17.0-40.40
linux-modules-6.17.0-41-generic	6.17.0-41.41
linux-modules-6.17.0-5-generic	6.17.0-5.5
linux-modules-6.17.0-7-generic	6.17.0-7.7
linux-modules-6.17.0-8-generic	6.17.0-8.8
linux-modules-7.0.0-29-generic	7.0.0-29.29
linux-perf	7.0.0-29.29
linux-sysctl-defaults	4.15ubuntu5
linux-tools-6.17.0-35	6.17.0-35.35
linux-tools-6.17.0-35-generic	6.17.0-35.35
linux-tools-6.17.0-41	6.17.0-41.41
linux-tools-6.17.0-41-generic	6.17.0-41.41
linux-tools-7.0.0-29	7.0.0-29.29
linux-tools-7.0.0-29-generic	7.0.0-29.29
linux-tools-common	7.0.0-29.29
locales	2.43-2ubuntu2.3
login	1:4.16.0-2+really2.41.3-3ubuntu2
login.defs	1:4.17.4-2ubuntu3
logrotate	3.22.0-1build1
logsave	1.47.2-3ubuntu4
lsb-base	11.6build1
lsb-release	12.1-2build1
lto-disabled-list	79
luit	2.0.20250912-1
lvm2	2.03.31-2ubuntu3
lxd-installer	14ubuntu0
mailcap	3.75ubuntu1.1
mailutils	1:3.20-3build1
mailutils-common	1:3.20-3build1
make	4.4.1-3
makedumpfile	1:1.7.7-1
manpages	6.17-1
manpages-dev	6.17-1
mawk	1.3.4.20260129-1
mc	3:4.8.33-1.1build1
mc-data	3:4.8.33-1.1build1
mdadm	4.5-5ubuntu1
media-types	14.0.0build1
mesa-libgallium:amd64	26.0.3-1ubuntu1
mesa-vulkan-drivers:amd64	26.0.3-1ubuntu1
modemmanager	1.25.95-1ubuntu1
mokutil	0.7.2-2
mount	2.41.3-3ubuntu2
msr-tools	1.3+git20220805.7d78c80-1build1
mtools	4.0.49-1
multipath-tools	0.14.3-2ubuntu1
mysql-common	5.8+1.1.1ubuntu2
nano	8.7.1-1ubuntu0.1
ncurses-base	6.6+20251231-1
ncurses-bin	6.6+20251231-1
ncurses-term	6.6+20251231-1
needrestart	3.11-1ubuntu2
netavark	1.14.0-2
netbase	6.5build1
netcat-openbsd	1.234-1
netplan-generator	1.2-1ubuntu5
netplan.io	1.2-1ubuntu5
network-manager	1.54.3-2ubuntu3
network-manager-l10n	1.54.3-2ubuntu3
network-manager-pptp	1.2.12-6
networkd-dispatcher	2.2.4-1.1ubuntu1
nfs-common	1:2.8.5-1ubuntu1
nfs-kernel-server	1:2.8.5-1ubuntu1
nftables	1.1.6-1
node-acorn	8.16.0+ds+~cs25.18.7-4
node-balanced-match	2.0.0-1
node-brace-expansion	2.0.1+~1.1.0-2
node-cjs-module-lexer	1.2.3+dfsg-1
node-corepack	0.24.0-5build1
node-debug	4.4.3+~4.1.13-1
node-llhttp	9.3.3~really9.3.0+~cs12.11.8-3build1
node-lru-cache	10.0.1-3
node-minimatch	9.0.3-6
node-ms	2.1.3+~cs0.7.31-3
node-semver	7.6.1+~7.5.8-2
node-undici	7.18.2+dfsg+~cs3.2.0-1build1
node-xtend	4.0.2-3
nodejs	22.22.1+dfsg+~cs22.19.15-1ubuntu1
nodejs-doc	22.22.1+dfsg+~cs22.19.15-1ubuntu1
ntfs-3g	1:2022.10.3-5ubuntu1.1
open-iscsi	2.1.11-3ubuntu3
openjdk-17-jdk:amd64	17.0.19+10-1~26.04.2
openjdk-17-jdk-headless:amd64	17.0.19+10-1~26.04.2
openjdk-17-jre:amd64	17.0.19+10-1~26.04.2
openjdk-17-jre-headless:amd64	17.0.19+10-1~26.04.2
openjdk-21-jdk:amd64	21.0.11+10-1~26.04.2
openjdk-21-jdk-headless:amd64	21.0.11+10-1~26.04.2
openjdk-21-jre:amd64	21.0.11+10-1~26.04.2
openjdk-21-jre-headless:amd64	21.0.11+10-1~26.04.2
openntpd	1:6.2p3-4.2build1
openssh-client	1:10.2p1-2ubuntu3.5
openssh-server	1:10.2p1-2ubuntu3.5
openssh-sftp-server	1:10.2p1-2ubuntu3.5
openssl	3.5.5-1ubuntu3.3
openssl-provider-legacy	3.5.5-1ubuntu3.3
os-prober	1.84ubuntu1
ovmf	2025.11-3ubuntu7
ovmf-amdsev	2025.11-3ubuntu7
ovmf-generic	2025.11-3ubuntu7
ovmf-inteltdx	2025.11-3ubuntu7
packagekit	1.3.4-3ubuntu1.1
parted	3.6-6
passt	0.0~git20260120.386b5f5-1
passwd	1:4.17.4-2ubuntu3
patch	2.8-2build1
pci.ids	0.0~2026.02.12-1
pciutils	1:3.14.0-1build2
pcp	7.1.1-1
pcp-conf	7.1.1-1
perl	5.40.1-7ubuntu0.1
perl-base	5.40.1-7ubuntu0.1
perl-modules-5.40	5.40.1-7ubuntu0.1
php	2:8.5+99ubuntu1
php-cli	2:8.5+99ubuntu1
php-common	2:99ubuntu1
php-json	2:8.5+99ubuntu1
php-ldap	2:8.5+99ubuntu1
php-pear	1:1.10.16+submodules+notgz-3
php8.4-cli	8.4.11-1ubuntu1.2
php8.4-common	8.4.11-1ubuntu1.2
php8.4-ldap	8.4.11-1ubuntu1.2
php8.4-opcache	8.4.11-1ubuntu1.2
php8.4-readline	8.4.11-1ubuntu1.2
php8.4-xml	8.4.11-1ubuntu1
php8.5	8.5.4-0ubuntu1.2
php8.5-cli	8.5.4-0ubuntu1.2
php8.5-common	8.5.4-0ubuntu1.2
php8.5-ldap	8.5.4-0ubuntu1.2
php8.5-readline	8.5.4-0ubuntu1.2
pigz	2.8-1build1
pinentry-curses	1.3.2-3ubuntu1
plymouth	24.004.60+git20250831.4a3c171d-0ubuntu8
plymouth-theme-ubuntu-text	24.004.60+git20250831.4a3c171d-0ubuntu8
pnp.ids	0.394-1build1
podman	5.4.2+ds1-2
polkitd	127-2ubuntu1
pollinate	4.33-4ubuntu6
postfix-mta-sts-resolver	1.5.0-1
postgresql	18+290ubuntu1
postgresql-18	18.4-0ubuntu0.26.04.1
postgresql-18-jit	18.4-0ubuntu0.26.04.1
postgresql-client	18+290ubuntu1
postgresql-client-18	18.4-0ubuntu0.26.04.1
postgresql-client-common	290ubuntu1
postgresql-common	290ubuntu1
ppp	2.5.2-1+1.2
pptp-linux	1.10.0-2build1
procps	2:4.0.4-9ubuntu1
psmisc	23.7-2ubuntu2
publicsuffix	20260129.1928-1
pxelinux	3:6.04~git20190206.bf6db5b4+dfsg1-3.2ubuntu1
python-apt-common	3.1.0ubuntu1
python-babel-localedata	2.17.0-2
python3	3.14.3-0ubuntu2
python3-apport	2.34.1-0ubuntu0.1
python3-apt	3.1.0ubuntu1
python3-attr	25.4.0-1build1
python3-autocommand	2.2.2-4
python3-automat	25.4.16-1build1
python3-babel	2.17.0-2
python3-bcrypt	5.0.0-3build1
python3-blinker	1.9.0-2build1
python3-bpfcc	0.35.0+ds-1ubuntu2
python3-certifi	2026.1.4+ds-1
python3-cffi-backend:amd64	2.0.0-3build1
python3-chardet	5.2.0+dfsg-2build1
python3-click	8.2.0+0.really.8.1.8-1build1
python3-configobj	5.0.9-1build1
python3-constantly	23.10.4-2build1
python3-cryptography	46.0.5-1ubuntu2
python3-dbus	1.4.0-1build2
python3-debconf	1.5.92
python3-dev	3.14.3-0ubuntu2
python3-distro	1.9.0-1build1
python3-distro-info	1.15
python3-distupgrade	1:26.04.22
python3-dnspython	2.8.0-1ubuntu1
python3-geoip:amd64	1.3.2-6build7
python3-gi	3.56.2-1
python3-gpg	2.0.0-2build1
python3-hamcrest	2.1.0-3
python3-httplib2	0.22.0-1ubuntu0.1
python3-hyperlink	21.0.0-6build1
python3-idna	3.11-1ubuntu0.1
python3-incremental	24.7.2-4
python3-inflect	7.5.0-1build1
python3-jaraco.context	6.0.1-2
python3-jaraco.functools	4.1.0-1build1
python3-jaraco.text	4.0.0-1build1
python3-jinja2	3.1.6-1build1
python3-json-pointer	2.4-4
python3-jsonpatch	1.32-6
python3-jsonschema	4.19.2-6ubuntu2
python3-jsonschema-specifications	2023.12.1-4
python3-jwt	2.10.1-4ubuntu1
python3-launchpadlib	2.1.0-1build1
python3-lazr.restfulclient	0.14.6-3build1
python3-lazr.uri	1.0.6-7build1
python3-ldb	2:2.11.0+samba4.23.6+dfsg-1ubuntu2.2
python3-legacy-cgi	2.6.4-2
python3-libtorrent	2.0.12-1
python3-linkify-it	2.0.3-1ubuntu3
python3-mako	1.3.10-3ubuntu0.1
python3-markdown	3.10.2-1
python3-markdown-it	3.0.0-3build1
python3-markupsafe	3.0.3-1build1
python3-mdurl	0.1.2-1build1
python3-minimal	3.14.3-0ubuntu2
python3-more-itertools	10.8.0-1build1
python3-netaddr	1.3.0-1build1
python3-netplan	1.2-1ubuntu5
python3-oauthlib	3.3.1-1build1
python3-olefile	0.47-1build1
python3-openssl	25.3.0-1ubuntu1
python3-packaging	26.0-1
python3-passlib	1.9.3-1ubuntu1
python3-pcp	7.1.1-1
python3-pil:amd64	12.1.1-2ubuntu1.2
python3-pip	25.1.1+dfsg-1ubuntu2
python3-pip-whl	25.1.1+dfsg-1ubuntu2
python3-pkg-resources	78.1.1-0.1build1
python3-problem-report	2.34.1-0ubuntu0.1
python3-pyasn1	0.6.3-1
python3-pyasn1-modules	0.4.1-2build1
python3-pyasyncore	1.0.2-3build1
python3-pygments	2.19.2+dfsg-1
python3-pyinotify	0.9.6-5build1
python3-pyparsing	3.3.2-2
python3-referencing	0.36.2-1ubuntu2
python3-rencode	1.0.6-2.1build1
python3-requests	2.32.5+dfsg-1ubuntu1
python3-rich	13.9.4-1.2
python3-rpds-py	0.27.1-2ubuntu3
python3-samba	2:4.23.6+dfsg-1ubuntu2.2
python3-serial	3.5-2build1
python3-service-identity	24.2.0-1build1
python3-setproctitle:amd64	1.3.7-2build1
python3-setuptools	78.1.1-0.1build1
python3-setuptools-whl	78.1.1-0.1build1
python3-software-properties	0.120.1
python3-systemd	235-1build9
python3-talloc:amd64	2:2.4.3+samba4.23.6+dfsg-1ubuntu2.2
python3-tdb	2:1.4.14+samba4.23.6+dfsg-1ubuntu2.2
python3-twisted	25.5.0-5ubuntu0.1
python3-typeguard	4.4.4-2
python3-typing-extensions	4.15.0-2
python3-uc-micro	1.0.3-1build1
python3-update-manager	1:26.04.5
python3-urllib3	2.6.3-1ubuntu1.1
python3-venv	3.14.3-0ubuntu2
python3-wadllib	2.0.0-3
python3-wheel	0.46.3-2
python3-xdg	0.28-3
python3-xkit	0.5.0ubuntu8
python3-yaml	6.0.3-1build1
python3-zipp	3.23.0-1build1
python3-zope.interface	8.2-1build1
python3.13	3.13.7-1ubuntu0.4
python3.13-minimal	3.13.7-1ubuntu0.4
python3.14	3.14.4-1ubuntu0.1
python3.14-dev	3.14.4-1ubuntu0.1
python3.14-minimal	3.14.4-1ubuntu0.1
python3.14-venv	3.14.4-1ubuntu0.1
qemu-block-extra	1:10.2.1+ds-1ubuntu3.2
qemu-system-common	1:10.2.1+ds-1ubuntu3.2
qemu-system-data	1:10.2.1+ds-1ubuntu3.2
qemu-system-gui	1:10.2.1+ds-1ubuntu3.2
qemu-system-modules-opengl	1:10.2.1+ds-1ubuntu3.2
qemu-system-modules-spice	1:10.2.1+ds-1ubuntu3.2
qemu-system-x86	1:10.2.1+ds-1ubuntu3.2
qemu-utils	1:10.2.1+ds-1ubuntu3.2
qt6-gtk-platformtheme:amd64	6.10.2+dfsg-7
qt6-qpa-plugins:amd64	6.10.2+dfsg-7
qt6-svg-plugins:amd64	6.10.2-2
qt6-translations-l10n	6.10.2-1
qt6-wayland:amd64	6.10.2-4
readline-common	8.3-4
rpcbind	1.2.7-1build2
rpcsvc-proto	1.4.3-1build1
rsync	3.4.1+ds1-7ubuntu0.3
runc	1.4.0-0ubuntu1
rust-coreutils	0.8.0-0ubuntu3
samba	2:4.23.6+dfsg-1ubuntu2.2
samba-ad-dc	2:4.23.6+dfsg-1ubuntu2.2
samba-ad-provision	2:4.23.6+dfsg-1ubuntu2.2
samba-common	2:4.23.6+dfsg-1ubuntu2.2
samba-common-bin	2:4.23.6+dfsg-1ubuntu2.2
samba-dsdb-modules:amd64	2:4.23.6+dfsg-1ubuntu2.2
samba-libs:amd64	2:4.23.6+dfsg-1ubuntu2.2
samba-vfs-ceph	2:4.23.6+dfsg-1ubuntu2.2
samba-vfs-modules	2:4.23.6+dfsg-1ubuntu2.2
sbsigntool	0.9.4-3.1ubuntu9
screen	4.9.1-3ubuntu2
seabios	1.17.0-1ubuntu1
secureboot-db	1.9build2
sed	4.9-2ubuntu1
sendmail-base	8.18.1-6
sendmail-bin	8.18.1-6
sendmail-cf	8.18.1-6
sensible-utils	0.0.26build1
sg3-utils	1.48-3ubuntu3.1
sg3-utils-udev	1.48-3ubuntu3.1
sgml-base	1.31+nmu1build1
shared-mime-info	2.4-5build3
shim-signed	1.59+15.8-0ubuntu2
smbclient	2:4.23.6+dfsg-1ubuntu2.2
snapd	2.76+ubuntu26.04.3
software-properties-common	0.120.1
squashfs-tools	1:4.7.5-1
ssh-import-id	5.11-0ubuntu4
ssl-cert	1.1.3ubuntu2
ssmtp	2.65-1
sudo	1.9.17p2-1ubuntu3
sudo-common	1.2ubuntu
sudo-rs	0.2.13-0ubuntu1
swtpm	0.7.3-0ubuntu8
swtpm-tools	0.7.3-0ubuntu8
syslinux	3:6.04~git20190206.bf6db5b4+dfsg1-3.2ubuntu1
syslinux-common	3:6.04~git20190206.bf6db5b4+dfsg1-3.2ubuntu1
